Price,Regionname
1300000,Southern Metropolitan
1416000,Southern Metropolitan
1200000,Southern Metropolitan
865000,Southern Metropolitan
1117224,Southern Metropolitan
1300000,Southern Metropolitan
1200000,Southern Metropolitan
382821,Southern Metropolitan
1650000,Southern Metropolitan
2670000,Southern Metropolitan
1624659,Southern Metropolitan
382821,Southern Metropolitan
1480000,Southern Metropolitan
348000,Southern Metropolitan
781766,Southern Metropolitan
320000,Southern Metropolitan
382821,Southern Metropolitan
1189000,Southern Metropolitan
610000,Southern Metropolitan
575000,Southern Metropolitan
600000,Southern Metropolitan
492000,Southern Metropolitan
891000,Southern Metropolitan
806000,Southern Metropolitan
2901773,Southern Metropolitan
1575000,Southern Metropolitan
1624659,Southern Metropolitan
1155000,Southern Metropolitan
781766,Southern Metropolitan
2000000,Southern Metropolitan
500000,Southern Metropolitan
1624659,Southern Metropolitan
781766,Southern Metropolitan
781766,Southern Metropolitan
350000,Southern Metropolitan
753000,Southern Metropolitan
330000,Southern Metropolitan
1420000,Southern Metropolitan
780000,Southern Metropolitan
956000,Southern Metropolitan
418000,Southern Metropolitan
495000,Southern Metropolitan
525000,Southern Metropolitan
292000,Southern Metropolitan
430000,Southern Metropolitan
365000,Southern Metropolitan
580000,Southern Metropolitan
1300000,Southern Metropolitan
1300000,Southern Metropolitan
1624659,Southern Metropolitan
2901773,Southern Metropolitan
575000,Southern Metropolitan
781766,Southern Metropolitan
500000,Southern Metropolitan
335000,Southern Metropolitan
382821,Southern Metropolitan
440000,Southern Metropolitan
1000000,Southern Metropolitan
2610000,Southern Metropolitan
680000,Southern Metropolitan
2901773,Southern Metropolitan
1741000,Southern Metropolitan
2325000,Southern Metropolitan
545000,Southern Metropolitan
655000,Southern Metropolitan
2920000,Southern Metropolitan
488000,Southern Metropolitan
1510000,Southern Metropolitan
2901773,Southern Metropolitan
382821,Southern Metropolitan
2825000,Southern Metropolitan
781766,Southern Metropolitan
600000,Southern Metropolitan
450000,Southern Metropolitan
2065000,Southern Metropolitan
390000,Southern Metropolitan
350000,Southern Metropolitan
450000,Southern Metropolitan
645000,Southern Metropolitan
1400000,Southern Metropolitan
1712000,Southern Metropolitan
2901773,Southern Metropolitan
520000,Southern Metropolitan
480000,Southern Metropolitan
571000,Southern Metropolitan
781766,Southern Metropolitan
630000,Southern Metropolitan
3225000,Southern Metropolitan
2901773,Southern Metropolitan
517000,Southern Metropolitan
320000,Southern Metropolitan
382821,Southern Metropolitan
2901773,Southern Metropolitan
1828500,Southern Metropolitan
2901773,Southern Metropolitan
400000,Southern Metropolitan
1650000,Southern Metropolitan
3950000,Southern Metropolitan
2901773,Southern Metropolitan
587500,Southern Metropolitan
560000,Southern Metropolitan
781766,Southern Metropolitan
781766,Southern Metropolitan
1936000,Southern Metropolitan
3500000,Southern Metropolitan
560000,Southern Metropolitan
487500,Southern Metropolitan
781766,Southern Metropolitan
630000,Southern Metropolitan
1560000,Southern Metropolitan
2265000,Southern Metropolitan
840000,Southern Metropolitan
1780000,Southern Metropolitan
605000,Southern Metropolitan
2901773,Southern Metropolitan
1995000,Southern Metropolitan
2901773,Southern Metropolitan
781766,Southern Metropolitan
535000,Southern Metropolitan
815000,Southern Metropolitan
1624659,Southern Metropolitan
2901773,Southern Metropolitan
1975000,Southern Metropolitan
445000,Southern Metropolitan
781766,Southern Metropolitan
781766,Southern Metropolitan
2901773,Southern Metropolitan
663000,Southern Metropolitan
781766,Southern Metropolitan
657500,Southern Metropolitan
781766,Southern Metropolitan
445000,Southern Metropolitan
750000,Southern Metropolitan
1180000,Southern Metropolitan
470000,Southern Metropolitan
485000,Southern Metropolitan
290000,Southern Metropolitan
2901773,Southern Metropolitan
1800000,Southern Metropolitan
1624659,Southern Metropolitan
805000,Southern Metropolitan
1855000,Southern Metropolitan
1377000,Southern Metropolitan
382821,Southern Metropolitan
665000,Southern Metropolitan
1624659,Southern Metropolitan
751000,Southern Metropolitan
1551000,Southern Metropolitan
415000,Southern Metropolitan
743000,Southern Metropolitan
420000,Southern Metropolitan
2901773,Southern Metropolitan
1535000,Southern Metropolitan
612500,Southern Metropolitan
2410000,Southern Metropolitan
690000,Southern Metropolitan
1410000,Southern Metropolitan
695000,Southern Metropolitan
715000,Southern Metropolitan
2375000,Southern Metropolitan
530000,Southern Metropolitan
752000,Southern Metropolitan
1980000,Southern Metropolitan
1055000,Southern Metropolitan
1976000,Southern Metropolitan
382000,Southern Metropolitan
499000,Southern Metropolitan
495000,Southern Metropolitan
3750000,Southern Metropolitan
1400000,Southern Metropolitan
370000,Southern Metropolitan
627500,Southern Metropolitan
1624659,Southern Metropolitan
710000,Southern Metropolitan
310000,Southern Metropolitan
3120000,Southern Metropolitan
393000,Southern Metropolitan
450000,Southern Metropolitan
2160000,Southern Metropolitan
815000,Eastern Metropolitan
665800,Eastern Metropolitan
750776,Eastern Metropolitan
720000,Eastern Metropolitan
1370000,Eastern Metropolitan
757000,Eastern Metropolitan
740600,Eastern Metropolitan
565000,Eastern Metropolitan
1587500,Eastern Metropolitan
750776,Eastern Metropolitan
495000,Eastern Metropolitan
660000,Eastern Metropolitan
750776,Eastern Metropolitan
750776,Eastern Metropolitan
665800,Eastern Metropolitan
994000,Eastern Metropolitan
750776,Eastern Metropolitan
725000,Eastern Metropolitan
725000,Eastern Metropolitan
743000,Eastern Metropolitan
785000,Eastern Metropolitan
750776,Eastern Metropolitan
620000,Eastern Metropolitan
706750,Eastern Metropolitan
785000,Eastern Metropolitan
584000,Eastern Metropolitan
909000,Eastern Metropolitan
1086000,Eastern Metropolitan
665800,Eastern Metropolitan
680000,Eastern Metropolitan
440000,Eastern Metropolitan
770000,Eastern Metropolitan
650000,Eastern Metropolitan
890000,Eastern Metropolitan
650000,Eastern Metropolitan
659500,Eastern Metropolitan
890000,Eastern Metropolitan
755000,Eastern Metropolitan
780000,Eastern Metropolitan
665800,Eastern Metropolitan
725000,Eastern Metropolitan
605000,Eastern Metropolitan
770000,Eastern Metropolitan
950000,Eastern Metropolitan
856000,Eastern Metropolitan
600000,Eastern Metropolitan
450000,Eastern Metropolitan
620000,Eastern Metropolitan
675000,Eastern Metropolitan
1060000,Eastern Metropolitan
850000,Eastern Metropolitan
570000,Eastern Metropolitan
510000,Eastern Metropolitan
1100000,Eastern Metropolitan
915000,Eastern Metropolitan
400000,Eastern Metropolitan
750776,Eastern Metropolitan
526000,Eastern Metropolitan
570000,Eastern Metropolitan
550000,Eastern Metropolitan
510000,Eastern Metropolitan
590000,Eastern Metropolitan
920000,Eastern Metropolitan
460000,Eastern Metropolitan
662500,Eastern Metropolitan
1000500,Eastern Metropolitan
631000,Eastern Metropolitan
598242,Eastern Metropolitan
691000,Eastern Metropolitan
560000,Eastern Metropolitan
735000,Eastern Metropolitan
535600,Eastern Metropolitan
830000,Eastern Metropolitan
682377,Eastern Metropolitan
470000,Eastern Metropolitan
727167,Eastern Metropolitan
330000,Eastern Metropolitan
370000,Eastern Metropolitan
532000,Eastern Metropolitan
740000,Eastern Metropolitan
686000,Eastern Metropolitan
501500,Eastern Metropolitan
525500,Eastern Metropolitan
598242,Eastern Metropolitan
525000,Eastern Metropolitan
682377,Eastern Metropolitan
710000,Eastern Metropolitan
808000,Eastern Metropolitan
652000,Eastern Metropolitan
515500,Eastern Metropolitan
800000,Eastern Metropolitan
675000,Eastern Metropolitan
450000,Eastern Metropolitan
620000,Eastern Metropolitan
497500,Eastern Metropolitan
360000,Eastern Metropolitan
440500,Eastern Metropolitan
758000,Eastern Metropolitan
690500,Eastern Metropolitan
598242,Eastern Metropolitan
752000,Eastern Metropolitan
682377,Eastern Metropolitan
777000,Eastern Metropolitan
680000,Eastern Metropolitan
480000,Eastern Metropolitan
715000,Eastern Metropolitan
520000,Eastern Metropolitan
646250,Eastern Metropolitan
1375000,Eastern Metropolitan
687000,Eastern Metropolitan
682377,Eastern Metropolitan
722000,Eastern Metropolitan
790000,Eastern Metropolitan
715000,Eastern Metropolitan
590000,Eastern Metropolitan
820000,Eastern Metropolitan
725000,Eastern Metropolitan
705000,Eastern Metropolitan
710000,Eastern Metropolitan
415000,Eastern Metropolitan
392000,Eastern Metropolitan
961000,Eastern Metropolitan
755000,Eastern Metropolitan
507000,Eastern Metropolitan
465000,Eastern Metropolitan
675000,Eastern Metropolitan
1550000,Southern Metropolitan
516000,Southern Metropolitan
1490000,Southern Metropolitan
1340000,Southern Metropolitan
855000,Southern Metropolitan
1316000,Southern Metropolitan
828000,Southern Metropolitan
1085158,Southern Metropolitan
1055000,Southern Metropolitan
1443346,Southern Metropolitan
623000,Southern Metropolitan
2120000,Southern Metropolitan
1745000,Southern Metropolitan
726375,Southern Metropolitan
1700000,Southern Metropolitan
420000,Southern Metropolitan
375500,Southern Metropolitan
1350000,Southern Metropolitan
1085158,Southern Metropolitan
1262000,Southern Metropolitan
880000,Southern Metropolitan
1337000,Southern Metropolitan
455000,Southern Metropolitan
905000,Southern Metropolitan
400000,Southern Metropolitan
648000,Southern Metropolitan
1455000,Southern Metropolitan
1085158,Southern Metropolitan
1210000,Southern Metropolitan
1443346,Southern Metropolitan
1345000,Southern Metropolitan
1167500,Southern Metropolitan
900000,Southern Metropolitan
1322000,Southern Metropolitan
677500,Southern Metropolitan
480000,Eastern Metropolitan
430000,Eastern Metropolitan
460000,Eastern Metropolitan
1601000,Eastern Metropolitan
1450000,Eastern Metropolitan
1851419,Eastern Metropolitan
2265000,Eastern Metropolitan
1680000,Eastern Metropolitan
790000,Eastern Metropolitan
440000,Eastern Metropolitan
2350000,Eastern Metropolitan
962000,Eastern Metropolitan
981000,Eastern Metropolitan
2400000,Eastern Metropolitan
890000,Eastern Metropolitan
581000,Eastern Metropolitan
1111142,Eastern Metropolitan
490000,Eastern Metropolitan
739000,Eastern Metropolitan
1851419,Eastern Metropolitan
785000,Eastern Metropolitan
1155000,Eastern Metropolitan
1111142,Eastern Metropolitan
1300000,Eastern Metropolitan
1020000,Eastern Metropolitan
1796000,Eastern Metropolitan
790000,Eastern Metropolitan
1465000,Eastern Metropolitan
855000,Eastern Metropolitan
705000,Eastern Metropolitan
504000,Eastern Metropolitan
413000,Eastern Metropolitan
1010000,Eastern Metropolitan
754897,Eastern Metropolitan
1220000,Eastern Metropolitan
1111142,Eastern Metropolitan
1605000,Eastern Metropolitan
587000,Eastern Metropolitan
2550000,Eastern Metropolitan
475000,Eastern Metropolitan
650000,Eastern Metropolitan
1278000,Eastern Metropolitan
1851419,Eastern Metropolitan
1111142,Eastern Metropolitan
1075000,Eastern Metropolitan
465000,Eastern Metropolitan
610000,Eastern Metropolitan
1111142,Eastern Metropolitan
690000,Eastern Metropolitan
1535000,Eastern Metropolitan
1111142,Eastern Metropolitan
1470000,Eastern Metropolitan
1486000,Eastern Metropolitan
420000,Eastern Metropolitan
750000,Eastern Metropolitan
460000,Eastern Metropolitan
754897,Eastern Metropolitan
1730000,Eastern Metropolitan
754897,Eastern Metropolitan
779000,Eastern Metropolitan
1850000,Eastern Metropolitan
1111142,Eastern Metropolitan
1950000,Eastern Metropolitan
1910000,Eastern Metropolitan
1111142,Eastern Metropolitan
2600000,Eastern Metropolitan
1111142,Eastern Metropolitan
500000,Eastern Metropolitan
950000,Eastern Metropolitan
1851419,Eastern Metropolitan
450000,Eastern Metropolitan
1111142,Eastern Metropolitan
1102000,Eastern Metropolitan
1275000,Eastern Metropolitan
1065000,Eastern Metropolitan
785000,Eastern Metropolitan
1223500,Eastern Metropolitan
845000,Eastern Metropolitan
1720000,Eastern Metropolitan
1111142,Eastern Metropolitan
754897,Eastern Metropolitan
1225000,Eastern Metropolitan
630000,Eastern Metropolitan
1460000,Eastern Metropolitan
421000,Eastern Metropolitan
1111142,Eastern Metropolitan
1851419,Eastern Metropolitan
2090000,Eastern Metropolitan
1111142,Eastern Metropolitan
1029000,Eastern Metropolitan
1758000,Eastern Metropolitan
1111142,Eastern Metropolitan
1851419,Eastern Metropolitan
1851419,Eastern Metropolitan
700000,Eastern Metropolitan
1420000,Eastern Metropolitan
1111142,Eastern Metropolitan
875000,Eastern Metropolitan
550000,Eastern Metropolitan
2595000,Eastern Metropolitan
1060000,Eastern Metropolitan
710000,Eastern Metropolitan
650000,Eastern Metropolitan
662000,Eastern Metropolitan
1111142,Eastern Metropolitan
385000,Eastern Metropolitan
750000,Western Metropolitan
740000,Western Metropolitan
633455,Western Metropolitan
431000,Western Metropolitan
750000,Western Metropolitan
500000,Western Metropolitan
365000,Western Metropolitan
400000,Western Metropolitan
570000,Western Metropolitan
501458,Western Metropolitan
465500,Western Metropolitan
515000,Western Metropolitan
1095000,Western Metropolitan
582000,Western Metropolitan
545000,Western Metropolitan
461000,Western Metropolitan
751000,Western Metropolitan
500000,Western Metropolitan
560000,Western Metropolitan
320000,Western Metropolitan
450000,Western Metropolitan
703000,Western Metropolitan
680000,Western Metropolitan
650000,Western Metropolitan
770000,Western Metropolitan
480000,Western Metropolitan
590000,Western Metropolitan
900000,Western Metropolitan
770288,Western Metropolitan
935000,Western Metropolitan
700000,Western Metropolitan
746000,Western Metropolitan
675000,Western Metropolitan
816000,Western Metropolitan
1100000,Western Metropolitan
845000,Western Metropolitan
725000,Western Metropolitan
590000,Western Metropolitan
772000,Western Metropolitan
770288,Western Metropolitan
650000,Western Metropolitan
757000,Western Metropolitan
870000,Western Metropolitan
690000,Western Metropolitan
785000,Western Metropolitan
583000,Western Metropolitan
920000,Western Metropolitan
880000,Western Metropolitan
580000,Western Metropolitan
886000,Western Metropolitan
970000,Western Metropolitan
920000,Western Metropolitan
625000,Western Metropolitan
825000,Western Metropolitan
695000,Western Metropolitan
915000,Western Metropolitan
976000,Western Metropolitan
520000,Western Metropolitan
1420000,Western Metropolitan
770288,Western Metropolitan
900000,Western Metropolitan
470000,Western Metropolitan
760000,Western Metropolitan
770288,Western Metropolitan
470000,Western Metropolitan
380000,Western Metropolitan
560000,Western Metropolitan
1010000,Western Metropolitan
740000,Western Metropolitan
570000,Western Metropolitan
780000,Western Metropolitan
835000,Western Metropolitan
705000,Western Metropolitan
891000,Western Metropolitan
506500,Western Metropolitan
680000,Western Metropolitan
871000,Western Metropolitan
700000,Western Metropolitan
808000,Western Metropolitan
891000,Western Metropolitan
585000,Western Metropolitan
785000,Western Metropolitan
770288,Western Metropolitan
695000,Western Metropolitan
807000,Western Metropolitan
502000,Western Metropolitan
770000,Western Metropolitan
570000,Western Metropolitan
711000,Western Metropolitan
830000,Western Metropolitan
600000,Western Metropolitan
825000,Western Metropolitan
680000,Western Metropolitan
810000,Western Metropolitan
770288,Western Metropolitan
720000,Western Metropolitan
735000,Western Metropolitan
506500,Western Metropolitan
875000,Western Metropolitan
601200,Western Metropolitan
760000,Western Metropolitan
695000,Western Metropolitan
680000,Western Metropolitan
660000,Western Metropolitan
650000,Western Metropolitan
770288,Western Metropolitan
900000,Western Metropolitan
823000,Western Metropolitan
847000,Western Metropolitan
810000,Western Metropolitan
705000,Western Metropolitan
710000,Western Metropolitan
770288,Western Metropolitan
732000,Western Metropolitan
715000,Western Metropolitan
785000,Northern Metropolitan
852000,Northern Metropolitan
1037000,Northern Metropolitan
775000,Northern Metropolitan
1470000,Northern Metropolitan
630000,Northern Metropolitan
845000,Northern Metropolitan
492500,Northern Metropolitan
420000,Northern Metropolitan
650000,Northern Metropolitan
620000,Northern Metropolitan
1050000,Northern Metropolitan
1291000,Northern Metropolitan
420000,Northern Metropolitan
750000,Northern Metropolitan
312000,Northern Metropolitan
961000,Northern Metropolitan
1271000,Northern Metropolitan
1010000,Northern Metropolitan
750000,Northern Metropolitan
1675000,Northern Metropolitan
450000,Northern Metropolitan
798000,Northern Metropolitan
905000,Northern Metropolitan
1026141,Northern Metropolitan
960000,Northern Metropolitan
1031000,Northern Metropolitan
918000,Northern Metropolitan
870000,Northern Metropolitan
1165000,Northern Metropolitan
1710000,Northern Metropolitan
1026141,Northern Metropolitan
360000,Northern Metropolitan
1455000,Northern Metropolitan
365000,Northern Metropolitan
551000,Northern Metropolitan
442000,Northern Metropolitan
765000,Northern Metropolitan
733359,Northern Metropolitan
515000,Northern Metropolitan
781000,Northern Metropolitan
570000,Northern Metropolitan
370000,Northern Metropolitan
1005000,Northern Metropolitan
985000,Northern Metropolitan
1234500,Northern Metropolitan
666000,Northern Metropolitan
733359,Northern Metropolitan
785000,Northern Metropolitan
564000,Northern Metropolitan
825000,Northern Metropolitan
770000,Northern Metropolitan
733359,Northern Metropolitan
1135000,Northern Metropolitan
975000,Northern Metropolitan
812000,Northern Metropolitan
1900000,Northern Metropolitan
542000,Northern Metropolitan
445000,Northern Metropolitan
732000,Northern Metropolitan
1260000,Northern Metropolitan
1000000,Northern Metropolitan
1155000,Northern Metropolitan
700000,Northern Metropolitan
813500,Northern Metropolitan
526000,Northern Metropolitan
790000,Northern Metropolitan
1365000,Northern Metropolitan
700000,Northern Metropolitan
370000,Northern Metropolitan
1230000,Northern Metropolitan
312000,Northern Metropolitan
1370000,Northern Metropolitan
460000,Northern Metropolitan
395000,Northern Metropolitan
850000,Northern Metropolitan
310000,Northern Metropolitan
310000,Northern Metropolitan
730000,Northern Metropolitan
1200000,Northern Metropolitan
1335000,Northern Metropolitan
1402111,Northern Metropolitan
868000,Northern Metropolitan
960000,Northern Metropolitan
773000,Northern Metropolitan
631090,Northern Metropolitan
733359,Northern Metropolitan
410000,Northern Metropolitan
370000,Northern Metropolitan
425000,Northern Metropolitan
733359,Northern Metropolitan
1211000,Northern Metropolitan
506000,Northern Metropolitan
806000,Northern Metropolitan
1402111,Northern Metropolitan
387500,Northern Metropolitan
330000,Northern Metropolitan
829000,Northern Metropolitan
786000,Northern Metropolitan
1635000,Southern Metropolitan
902704,Southern Metropolitan
970000,Southern Metropolitan
562500,Southern Metropolitan
1507513,Southern Metropolitan
520000,Southern Metropolitan
2250000,Southern Metropolitan
1528500,Southern Metropolitan
630000,Southern Metropolitan
1690000,Southern Metropolitan
3820000,Southern Metropolitan
610000,Southern Metropolitan
2390820,Southern Metropolitan
1490000,Southern Metropolitan
3401086,Southern Metropolitan
1507513,Southern Metropolitan
3401086,Southern Metropolitan
902704,Southern Metropolitan
588000,Southern Metropolitan
1380000,Southern Metropolitan
1185000,Southern Metropolitan
882000,Southern Metropolitan
831000,Southern Metropolitan
2130000,Southern Metropolitan
3401086,Southern Metropolitan
650000,Southern Metropolitan
599000,Southern Metropolitan
902704,Southern Metropolitan
820000,Southern Metropolitan
2300000,Southern Metropolitan
1800000,Southern Metropolitan
2200000,Southern Metropolitan
3401086,Southern Metropolitan
1507513,Southern Metropolitan
3700000,Southern Metropolitan
3550000,Southern Metropolitan
1326000,Southern Metropolitan
2390820,Southern Metropolitan
1507513,Southern Metropolitan
610000,Southern Metropolitan
1950000,Southern Metropolitan
1210000,Southern Metropolitan
1875000,Southern Metropolitan
2850000,Southern Metropolitan
2110000,Southern Metropolitan
2550000,Southern Metropolitan
1507513,Southern Metropolitan
3401086,Southern Metropolitan
1507513,Southern Metropolitan
1878000,Southern Metropolitan
1200000,Southern Metropolitan
1507513,Southern Metropolitan
1910000,Southern Metropolitan
3620000,Southern Metropolitan
1410000,Southern Metropolitan
515000,Southern Metropolitan
2310000,Southern Metropolitan
890000,Southern Metropolitan
1668000,Southern Metropolitan
2315000,Southern Metropolitan
800000,Southern Metropolitan
902704,Southern Metropolitan
2390820,Southern Metropolitan
1950000,Southern Metropolitan
2390820,Southern Metropolitan
2390820,Southern Metropolitan
902704,Southern Metropolitan
850000,Southern Metropolitan
2390820,Southern Metropolitan
2770000,Southern Metropolitan
2250000,Southern Metropolitan
843000,Southern Metropolitan
725000,Southern Metropolitan
2390820,Southern Metropolitan
580000,Southern Metropolitan
902704,Southern Metropolitan
525000,Southern Metropolitan
1905000,Southern Metropolitan
478000,Southern Metropolitan
1205000,Southern Metropolitan
672000,Southern Metropolitan
2286000,Southern Metropolitan
1507513,Southern Metropolitan
1507513,Southern Metropolitan
2600000,Southern Metropolitan
1507513,Southern Metropolitan
1575000,Southern Metropolitan
590000,Southern Metropolitan
3401086,Southern Metropolitan
765000,Southern Metropolitan
1507000,Southern Metropolitan
3401086,Southern Metropolitan
2650000,Southern Metropolitan
950000,Southern Metropolitan
972500,Southern Metropolitan
672000,Southern Metropolitan
787000,Southern Metropolitan
2350000,Southern Metropolitan
1312000,Southern Metropolitan
890000,Southern Metropolitan
1507513,Southern Metropolitan
2117000,Southern Metropolitan
1331000,Southern Metropolitan
1800000,Southern Metropolitan
2513000,Southern Metropolitan
1507513,Southern Metropolitan
2390820,Southern Metropolitan
2390820,Southern Metropolitan
1507513,Southern Metropolitan
2390820,Southern Metropolitan
1476000,Southern Metropolitan
2590000,Southern Metropolitan
2625000,Southern Metropolitan
1507513,Southern Metropolitan
1507513,Southern Metropolitan
2390820,Southern Metropolitan
3800000,Southern Metropolitan
2265000,Southern Metropolitan
2390820,Southern Metropolitan
3401086,Southern Metropolitan
1507513,Southern Metropolitan
2390820,Southern Metropolitan
1507513,Southern Metropolitan
1975000,Southern Metropolitan
2390820,Southern Metropolitan
1507513,Southern Metropolitan
2075000,Southern Metropolitan
2550000,Southern Metropolitan
2821000,Southern Metropolitan
2240000,Southern Metropolitan
1275000,Southern Metropolitan
3401086,Southern Metropolitan
1330000,Southern Metropolitan
720000,Southern Metropolitan
2390820,Southern Metropolitan
1507513,Southern Metropolitan
1450000,Southern Metropolitan
2390820,Southern Metropolitan
2760000,Southern Metropolitan
3650000,Southern Metropolitan
1528000,Southern Metropolitan
2390820,Southern Metropolitan
551000,Southern Metropolitan
902704,Southern Metropolitan
2800000,Southern Metropolitan
2215000,Southern Metropolitan
557000,Southern Metropolitan
902704,Southern Metropolitan
1410000,Southern Metropolitan
1000000,Southern Metropolitan
2450000,Southern Metropolitan
1507513,Southern Metropolitan
2460000,Southern Metropolitan
2390820,Southern Metropolitan
902704,Southern Metropolitan
2850000,Southern Metropolitan
2150000,Southern Metropolitan
902704,Southern Metropolitan
2390820,Southern Metropolitan
2425000,Southern Metropolitan
610000,Southern Metropolitan
2350000,Southern Metropolitan
955000,Southern Metropolitan
707500,Southern Metropolitan
727500,Southern Metropolitan
1410000,Southern Metropolitan
1507513,Southern Metropolitan
732000,Southern Metropolitan
2875000,Southern Metropolitan
1565000,Southern Metropolitan
480000,Southern Metropolitan
1725000,Southern Metropolitan
1507513,Southern Metropolitan
730000,Southern Metropolitan
1507513,Southern Metropolitan
1830000,Southern Metropolitan
1500000,Southern Metropolitan
1750000,Southern Metropolitan
1100000,Southern Metropolitan
1290000,Southern Metropolitan
1440000,Southern Metropolitan
2560000,Southern Metropolitan
2600000,Southern Metropolitan
2245000,Southern Metropolitan
3280000,Southern Metropolitan
2390820,Southern Metropolitan
3000000,Southern Metropolitan
730000,Southern Metropolitan
2390820,Southern Metropolitan
1507513,Southern Metropolitan
2003000,Southern Metropolitan
1211000,Southern Metropolitan
3401086,Southern Metropolitan
891000,Southern Metropolitan
3500000,Southern Metropolitan
2390820,Southern Metropolitan
620000,Southern Metropolitan
2600000,Southern Metropolitan
1507513,Southern Metropolitan
1507513,Southern Metropolitan
975000,Southern Metropolitan
2800000,Southern Metropolitan
2390820,Southern Metropolitan
1420000,Southern Metropolitan
3401086,Southern Metropolitan
1800000,Southern Metropolitan
1505000,Southern Metropolitan
2390820,Southern Metropolitan
3065000,Southern Metropolitan
395000,Southern Metropolitan
2250000,Southern Metropolitan
902704,Southern Metropolitan
2040000,Southern Metropolitan
1615972,Southern Metropolitan
2490000,Southern Metropolitan
620000,Southern Metropolitan
1750000,Southern Metropolitan
1880000,Southern Metropolitan
1950000,Southern Metropolitan
1975605,Southern Metropolitan
605000,Southern Metropolitan
2908000,Southern Metropolitan
1805000,Southern Metropolitan
1250000,Southern Metropolitan
1920000,Southern Metropolitan
2322333,Southern Metropolitan
1615972,Southern Metropolitan
1292000,Southern Metropolitan
1900000,Southern Metropolitan
1610000,Southern Metropolitan
1850000,Southern Metropolitan
1615000,Southern Metropolitan
655000,Southern Metropolitan
2250000,Southern Metropolitan
1830000,Southern Metropolitan
1300000,Southern Metropolitan
1880000,Southern Metropolitan
2081000,Southern Metropolitan
1315000,Southern Metropolitan
1615972,Southern Metropolitan
900000,Southern Metropolitan
1750000,Southern Metropolitan
3028000,Southern Metropolitan
1615972,Southern Metropolitan
2322333,Southern Metropolitan
2100000,Southern Metropolitan
1110000,Southern Metropolitan
1975605,Southern Metropolitan
2175000,Southern Metropolitan
1300000,Southern Metropolitan
1580000,Southern Metropolitan
1350000,Southern Metropolitan
900000,Southern Metropolitan
1963000,Southern Metropolitan
1315000,Southern Metropolitan
1615972,Southern Metropolitan
675000,Southern Metropolitan
1620000,Southern Metropolitan
900182,Southern Metropolitan
1770000,Southern Metropolitan
1260000,Southern Metropolitan
1615972,Southern Metropolitan
1910000,Southern Metropolitan
1615972,Southern Metropolitan
1230000,Southern Metropolitan
1615972,Southern Metropolitan
926667,Southern Metropolitan
926667,Southern Metropolitan
1815000,Southern Metropolitan
1290000,Southern Metropolitan
1706000,Southern Metropolitan
1706000,Southern Metropolitan
2447500,Southern Metropolitan
1706000,Southern Metropolitan
670000,Western Metropolitan
615000,Western Metropolitan
715000,Western Metropolitan
750985,Western Metropolitan
826000,Western Metropolitan
711000,Western Metropolitan
640000,Western Metropolitan
1200000,Western Metropolitan
927000,Western Metropolitan
695000,Western Metropolitan
880000,Western Metropolitan
585457,Western Metropolitan
485000,Western Metropolitan
490000,Western Metropolitan
423000,Western Metropolitan
725000,Western Metropolitan
676500,Western Metropolitan
502000,Western Metropolitan
721000,Western Metropolitan
440000,Western Metropolitan
1048000,Western Metropolitan
520000,Western Metropolitan
1000000,Western Metropolitan
580000,Western Metropolitan
840000,Western Metropolitan
335000,Western Metropolitan
630000,Western Metropolitan
893000,Western Metropolitan
832000,Western Metropolitan
646000,Western Metropolitan
585457,Western Metropolitan
585457,Western Metropolitan
673000,Western Metropolitan
728000,Western Metropolitan
741000,Western Metropolitan
600000,Western Metropolitan
695000,Western Metropolitan
935000,Western Metropolitan
349000,Western Metropolitan
672000,Western Metropolitan
672000,Western Metropolitan
555000,Western Metropolitan
815000,Western Metropolitan
915000,Western Metropolitan
585457,Western Metropolitan
352500,Western Metropolitan
600000,Western Metropolitan
690000,Western Metropolitan
585457,Western Metropolitan
1350000,Western Metropolitan
930000,Western Metropolitan
510000,Western Metropolitan
725500,Western Metropolitan
746000,Western Metropolitan
750000,Western Metropolitan
750985,Western Metropolitan
765000,Western Metropolitan
1060000,Western Metropolitan
820000,Western Metropolitan
740000,Western Metropolitan
770000,Western Metropolitan
490000,Western Metropolitan
657000,Western Metropolitan
750985,Western Metropolitan
830000,Western Metropolitan
750985,Western Metropolitan
675000,Western Metropolitan
865000,Western Metropolitan
600000,Western Metropolitan
773000,Western Metropolitan
905000,Western Metropolitan
2092464,Southern Metropolitan
2500000,Southern Metropolitan
3850000,Southern Metropolitan
926867,Southern Metropolitan
2660000,Southern Metropolitan
3177850,Southern Metropolitan
926867,Southern Metropolitan
570500,Southern Metropolitan
1350000,Southern Metropolitan
2325000,Southern Metropolitan
2050000,Southern Metropolitan
926867,Southern Metropolitan
2300000,Southern Metropolitan
3460000,Southern Metropolitan
3177850,Southern Metropolitan
3177850,Southern Metropolitan
2400000,Southern Metropolitan
3177850,Southern Metropolitan
569000,Southern Metropolitan
2025000,Southern Metropolitan
2092464,Southern Metropolitan
3177850,Southern Metropolitan
926867,Southern Metropolitan
1950000,Southern Metropolitan
926867,Southern Metropolitan
926867,Southern Metropolitan
1895000,Southern Metropolitan
2092464,Southern Metropolitan
926867,Southern Metropolitan
926867,Southern Metropolitan
635000,Southern Metropolitan
611000,Southern Metropolitan
2092464,Southern Metropolitan
1020000,Southern Metropolitan
