Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Avondale Heights,72 Military Rd,4,h,680000,PI,Nelson,2016-09-24T00:00:00Z,10.5,3034,4,2,2,554,1960,Moonee Valley,Western Metropolitan,4502
Avondale Heights,1/5 South Tce,3,u,500000,S,Nelson,2016-09-24T00:00:00Z,10.5,3034,3,1,1,260,1990,Moonee Valley,Western Metropolitan,4502
Avondale Heights,1/4 Weyburn Pl,2,t,550000,SP,Moonee,2016-09-24T00:00:00Z,10.5,3034,2,1,2,158,1993,Moonee Valley,Western Metropolitan,4502
Avondale Heights,19 Clarendon St,3,h,730000,S,Jas,2017-02-25T00:00:00Z,10.5,3034,3,2,2,705,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,2 Drake Ct,3,h,875000,S,Edward,2017-02-25T00:00:00Z,10.5,3034,3,1,3,812,1960,Moonee Valley,Western Metropolitan,4502
Avondale Heights,27 Lake St,4,h,1012419,SN,Harcourts,2017-02-25T00:00:00Z,10.5,3034,4,2,2,688,1982,Moonee Valley,Western Metropolitan,4502
Avondale Heights,11 South Tce,3,h,850000,SP,Moonee,2017-02-25T00:00:00Z,10.5,3034,3,2,8,585,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,61 Doyle St,3,h,635000,SP,Moonee,2016-07-26T00:00:00Z,10.5,3034,3,1,1,597,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,109 North Rd,4,h,762000,S,Nelson,2016-07-26T00:00:00Z,10.5,3034,4,2,2,589,1961,Moonee Valley,Western Metropolitan,4502
Avondale Heights,17 Cresswold Av,3,h,1215000,S,Moonee,2016-06-27T00:00:00Z,10.5,3034,3,1,2,548,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,1/1 Amis Cr,3,u,610000,SP,Moonee,2016-11-27T00:00:00Z,10.5,3034,3,1,2,548,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,7 Arvern Av,4,h,815000,S,Moonee,2016-11-27T00:00:00Z,10.5,3034,4,2,2,688,1982,Moonee Valley,Western Metropolitan,4502
Avondale Heights,17 Cannes Av,4,h,820000,VB,Nelson,2016-11-27T00:00:00Z,10.5,3034,4,2,2,688,1982,Moonee Valley,Western Metropolitan,4502
Avondale Heights,2/4 Carmyle Ct,2,u,411000,PI,Barry,2016-11-27T00:00:00Z,10.5,3034,2,1,1,0,1995,Moonee Valley,Western Metropolitan,4502
Avondale Heights,10 Intervale Dr,4,h,790000,S,Barry,2016-11-27T00:00:00Z,10.5,3034,4,2,2,570,1982,Moonee Valley,Western Metropolitan,4502
Avondale Heights,328 Milleara Rd,4,h,605000,S,Barry,2016-11-27T00:00:00Z,10.5,3034,4,1,0,569,1982,Moonee Valley,Western Metropolitan,4502
Avondale Heights,10 Skewes St,3,h,805000,S,Nelson,2016-11-27T00:00:00Z,10.5,3034,3,2,2,593,1970,Moonee Valley,Western Metropolitan,4502
Avondale Heights,62 Skewes St,4,h,890000,S,Moonee,2016-11-27T00:00:00Z,10.5,3034,4,2,4,585,1960,Moonee Valley,Western Metropolitan,4502
Avondale Heights,49 Rogerson St,3,h,795000,S,Barry,2016-05-28T00:00:00Z,10.5,3034,3,1,1,549,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,43 Skewes St,3,h,634000,S,Nelson,2016-05-28T00:00:00Z,10.5,3034,4,2,1,582,1950,Moonee Valley,Western Metropolitan,4502
Avondale Heights,63 Doyle St,3,h,642000,SP,Moonee,2016-08-28T00:00:00Z,10.5,3034,3,1,1,590,1960,Moonee Valley,Western Metropolitan,4502
Avondale Heights,14 Laura Gr,3,h,730000,S,Moonee,2016-08-28T00:00:00Z,10.5,3034,3,1,2,548,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,235 Military Rd,3,h,863000,S,Barry,2016-08-28T00:00:00Z,10.5,3034,3,2,3,638,1974,Moonee Valley,Western Metropolitan,4502
Avondale Heights,57 North Rd,3,h,740000,SP,Moonee,2016-08-28T00:00:00Z,10.5,3034,3,1,2,607,1974,Moonee Valley,Western Metropolitan,4502
Balaclava,18 Linton St,4,h,1819000,S,Gary,2016-09-03T00:00:00Z,6.6,3183,3,2,1,244,1900,Port Phillip,Southern Metropolitan,2952
Balaclava,7/72 Grosvenor St,2,u,410000,PI,hockingstuart,2016-12-03T00:00:00Z,6.6,3183,2,1,2,0,1965,Port Phillip,Southern Metropolitan,2952
Balaclava,51 Sycamore Gr,3,h,1284214,SP,Chisholm,2016-06-04T00:00:00Z,6.6,3183,3,1,1,304,1940,Port Phillip,Southern Metropolitan,2952
Balaclava,3/88 Grosvenor St,1,u,280000,VB,hockingstuart,2016-05-07T00:00:00Z,6.6,3183,1,1,1,0,1940,Port Phillip,Southern Metropolitan,2952
Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,2016-11-07T00:00:00Z,6.6,3183,2,1,2,114,2000,Port Phillip,Southern Metropolitan,2952
Balaclava,58 William St,3,h,1284214,S,Kay,2016-09-10T00:00:00Z,6.6,3183,3,2,1,196,1900,Port Phillip,Southern Metropolitan,2952
Balaclava,7/38 Brighton Rd,1,u,438000,S,Beller,2016-05-14T00:00:00Z,6.6,3183,1,1,1,147,1940,Port Phillip,Southern Metropolitan,2952
Balaclava,5/60 Gourlay St,2,u,589147,PN,Gary,2016-05-14T00:00:00Z,6.6,3183,2,1,1,0,1960,Port Phillip,Southern Metropolitan,2952
Balaclava,4/9 Gourlay St,2,u,502500,S,Buxton,2016-10-15T00:00:00Z,6.6,3183,2,1,1,0,1960,Port Phillip,Southern Metropolitan,2952
Balaclava,1/22 Sycamore Gr,2,u,520000,S,Gary,2016-10-15T00:00:00Z,6.6,3183,2,1,0,0,1970,Port Phillip,Southern Metropolitan,2952
Balaclava,6/23 Gourlay St,2,u,442000,SP,Buxton,2016-09-17T00:00:00Z,6.6,3183,2,1,1,0,1960,Port Phillip,Southern Metropolitan,2952
Balaclava,8 The Avenue,2,t,589147,PI,McGrath,2017-03-18T00:00:00Z,6.6,3183,2,1,1,0,1964,Port Phillip,Southern Metropolitan,2952
Balaclava,6 Blenheim St,3,h,1193000,S,McGrath,2016-06-18T00:00:00Z,6.6,3183,3,1,1,178,1920,Port Phillip,Southern Metropolitan,2952
Balaclava,3/20 Orange Gr,2,u,416000,S,Chisholm,2016-06-18T00:00:00Z,6.6,3183,2,1,1,0,1960,Port Phillip,Southern Metropolitan,2952
Balaclava,2/360 Carlisle St,2,u,820000,S,Gary,2016-11-19T00:00:00Z,6.6,3183,2,1,1,0,1964,Port Phillip,Southern Metropolitan,2952
Balaclava,2/19 Camden St,2,u,474000,S,hockingstuart,2016-05-22T00:00:00Z,6.6,3183,2,1,1,0,1970,Port Phillip,Southern Metropolitan,2952
Balaclava,1/17 Albion St,2,h,981000,S,Buxton,2017-02-25T00:00:00Z,6.6,3183,2,1,0,159,1930,Port Phillip,Southern Metropolitan,2952
Balaclava,10 Grosvenor St,3,h,1690000,S,McGrath,2017-02-25T00:00:00Z,6.6,3183,3,2,2,339,1890,Port Phillip,Southern Metropolitan,2952
Balaclava,57 Rosamond St,3,h,1284214,SP,McGrath,2016-07-26T00:00:00Z,6.6,3183,3,1,2,232,1925,Port Phillip,Southern Metropolitan,2952
Balaclava,3/33 Gourlay St,2,u,540000,VB,McGrath,2016-06-27T00:00:00Z,6.6,3183,2,1,1,483,1970,Port Phillip,Southern Metropolitan,2952
Balaclava,41 Marlborough St,3,h,1080000,S,Buxton,2016-06-27T00:00:00Z,6.6,3183,3,1,1,157,1928,Port Phillip,Southern Metropolitan,2952
Balaclava,15/36 Brighton Rd,1,u,500000,SP,Biggin,2016-11-27T00:00:00Z,6.6,3183,1,1,0,0,1940,Port Phillip,Southern Metropolitan,2952
Balaclava,5/11 Albion St,2,u,497500,PI,hockingstuart,2016-08-28T00:00:00Z,6.6,3183,2,0,0,0,1964,Port Phillip,Southern Metropolitan,2952
Balwyn,1/4 Glenluss St,3,t,1578289,S,Jellis,2016-09-03T00:00:00Z,9.7,3103,3,2,2,348,1969,Boroondara,Southern Metropolitan,5682
Balwyn,166 Gordon St,2,h,2100000,S,Marshall,2016-09-03T00:00:00Z,9.7,3103,2,1,1,659,1920,Boroondara,Southern Metropolitan,5682
Balwyn,36 Narrak Rd,4,h,1800000,VB,Marshall,2016-09-03T00:00:00Z,9.7,3103,4,2,2,715,1985,Boroondara,Southern Metropolitan,5682
Balwyn,2/16 Westminster St,2,t,1255000,S,Noel,2016-09-03T00:00:00Z,9.7,3103,2,1,1,208,2000,Boroondara,Southern Metropolitan,5682
Balwyn,2/74 Balwyn Rd,3,u,1070000,SA,Philip,2016-12-03T00:00:00Z,9.7,3103,3,2,2,206,1998,Boroondara,Southern Metropolitan,5682
Balwyn,19 Belgrove Av,4,h,2200000,S,Marshall,2016-12-03T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,26 Belgrove Av,4,h,2290000,PI,Fletchers,2016-12-03T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,112 Belmore Rd,5,h,2570000,PI,RT,2016-12-03T00:00:00Z,9.7,3103,5,3,2,715,2009,Boroondara,Southern Metropolitan,5682
Balwyn,27 Bevan St,4,h,2400000,VB,RW,2016-12-03T00:00:00Z,9.7,3103,4,2,2,744,1985,Boroondara,Southern Metropolitan,5682
Balwyn,129 Gordon St,3,h,2200000,S,North,2016-12-03T00:00:00Z,9.7,3103,3,3,2,651,1969,Boroondara,Southern Metropolitan,5682
Balwyn,4 Melba Ct,5,h,3250000,PI,hockingstuart,2016-12-03T00:00:00Z,9.7,3103,5,5,2,651,1990,Boroondara,Southern Metropolitan,5682
Balwyn,5/14 Parring Rd,2,u,806000,S,Noel,2016-12-03T00:00:00Z,9.7,3103,2,1,1,122,1977,Boroondara,Southern Metropolitan,5682
Balwyn,349 Union Rd,6,h,4000000,VB,Jellis,2016-12-03T00:00:00Z,9.7,3103,6,4,7,2051,1935,Boroondara,Southern Metropolitan,5682
Balwyn,3/10 Westminster St,2,h,1215000,S,Jellis,2016-12-03T00:00:00Z,9.7,3103,2,2,2,0,1967,Boroondara,Southern Metropolitan,5682
Balwyn,22 Yongala St,5,h,2250000,PI,Noel,2016-12-03T00:00:00Z,9.7,3103,5,3,2,600,2006,Boroondara,Southern Metropolitan,5682
Balwyn,120/188 Whitehorse Rd,1,u,450000,VB,MICM,2016-02-04T00:00:00Z,9.7,3103,1,1,1,709,2016,Boroondara,Southern Metropolitan,5682
Balwyn,12/37 Banool Rd,3,t,1400000,PI,Ascend,2017-03-04T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,32 Bevan St,4,h,2249415,S,Jellis,2017-03-04T00:00:00Z,9.7,3103,4,3,4,647,1919,Boroondara,Southern Metropolitan,5682
Balwyn,3/30 Cremorne St,2,u,812000,S,Jellis,2017-03-04T00:00:00Z,9.7,3103,2,1,1,206,1967,Boroondara,Southern Metropolitan,5682
Balwyn,27 Parkdale Av,3,h,1578289,VB,Fletchers,2017-03-04T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,137 Yarrbat Av,4,h,4260000,S,Marshall,2017-03-04T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,9/5 Boston Rd,3,h,1140000,S,Nelson,2016-06-04T00:00:00Z,9.7,3103,3,2,2,175,1976,Boroondara,Southern Metropolitan,5682
Balwyn,17 Gordon St,3,h,2330000,S,Marshall,2016-06-04T00:00:00Z,9.7,3103,3,2,1,853,1969,Boroondara,Southern Metropolitan,5682
Balwyn,40 Metung St,5,h,2800000,VB,Marshall,2016-06-04T00:00:00Z,9.7,3103,5,3,2,678,2001,Boroondara,Southern Metropolitan,5682
Balwyn,2a Pryton Ct,4,h,2249415,S,Marshall,2016-06-04T00:00:00Z,9.7,3103,4,2,2,342,2000,Boroondara,Southern Metropolitan,5682
Balwyn,4/42 Talbot Av,2,u,859351,S,Fletchers,2016-06-04T00:00:00Z,9.7,3103,2,1,1,219,1967,Boroondara,Southern Metropolitan,5682
Balwyn,4/30 Weir St,2,u,605000,S,Marshall,2016-06-04T00:00:00Z,9.7,3103,2,1,1,0,1967,Boroondara,Southern Metropolitan,5682
Balwyn,1/37 Yongala St,3,h,1255000,PI,Noel,2016-06-04T00:00:00Z,9.7,3103,3,2,2,308,1969,Boroondara,Southern Metropolitan,5682
Balwyn,142 Balwyn Rd,2,h,1850000,VB,Fletchers,2016-08-06T00:00:00Z,9.7,3103,3,1,1,1015,1930,Boroondara,Southern Metropolitan,5682
Balwyn,59 Narrak Rd,2,h,859351,S,Fletchers,2016-08-06T00:00:00Z,9.7,3103,2,1,1,954,1915,Boroondara,Southern Metropolitan,5682
Balwyn,23 Norbert St,4,h,2249415,S,Marshall,2016-08-06T00:00:00Z,9.7,3103,4,2,2,635,1996,Boroondara,Southern Metropolitan,5682
Balwyn,9/11 Parring Rd,2,u,805000,S,Noel,2016-08-06T00:00:00Z,9.7,3103,3,1,1,209,1975,Boroondara,Southern Metropolitan,5682
Balwyn,24 Bennett St,4,h,2000000,PI,RT,2016-05-07T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,7 Creswick St,3,h,1578289,PI,RT,2016-05-07T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,12 Kaleno Vw,4,h,2249415,S,Noel,2016-05-07T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,4/3 King St,3,h,700000,VB,Marshall,2016-05-07T00:00:00Z,9.7,3103,3,1,1,188,1970,Boroondara,Southern Metropolitan,5682
Balwyn,27 Nungerner St,4,h,2130000,PI,Jellis,2016-05-07T00:00:00Z,9.7,3103,4,2,2,664,1969,Boroondara,Southern Metropolitan,5682
Balwyn,3/18 Weir St,2,h,500000,S,Marshall,2016-05-07T00:00:00Z,9.7,3103,2,1,1,0,1960,Boroondara,Southern Metropolitan,5682
Balwyn,3 Westminster St,3,h,2125000,SP,Jellis,2016-05-07T00:00:00Z,9.7,3103,3,2,2,699,1985,Boroondara,Southern Metropolitan,5682
Balwyn,89 Yarrbat Av,5,h,4350000,VB,Jellis,2016-05-07T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,2 Henry St,2,h,859351,SP,RW,2016-11-07T00:00:00Z,9.7,3103,2,1,2,589,1950,Boroondara,Southern Metropolitan,5682
Balwyn,2/42 Talbot Av,2,u,648000,S,hockingstuart,2016-11-07T00:00:00Z,9.7,3103,2,1,1,219,1967,Boroondara,Southern Metropolitan,5682
Balwyn,13 Naroo St,4,h,1800000,PI,Jellis,2016-10-08T00:00:00Z,9.7,3103,3,2,2,577,1948,Boroondara,Southern Metropolitan,5682
Balwyn,4/339 Union Rd,3,h,1020000,VB,Marshall,2016-10-08T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,101/201 Whitehorse Rd,2,u,635000,S,Fletchers,2016-10-08T00:00:00Z,9.7,3103,2,1,1,0,2014,Boroondara,Southern Metropolitan,5682
Balwyn,14 Conway Cr,3,h,1578289,S,Marshall,2016-09-10T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,68 Elliott Av,5,h,2350000,S,Marshall,2016-09-10T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,2/23 Northcote Av,3,t,1500000,PI,Noel,2016-09-10T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,6 Tonkin Av,2,h,1900000,VB,Marshall,2016-09-10T00:00:00Z,9.7,3103,2,1,1,219,1967,Boroondara,Southern Metropolitan,5682
Balwyn,1/252 Union Rd,2,u,526000,S,hockingstuart,2016-09-10T00:00:00Z,9.7,3103,2,1,1,0,1960,Boroondara,Southern Metropolitan,5682
Balwyn,9/204 Whitehorse Rd,1,h,390000,VB,Jellis,2016-09-10T00:00:00Z,9.7,3103,1,1,1,740,2016,Boroondara,Southern Metropolitan,5682
Balwyn,8 Yongala St,3,h,1578289,SP,Noel,2016-09-10T00:00:00Z,9.7,3103,3,2,2,599,1926,Boroondara,Southern Metropolitan,5682
Balwyn,11 Belgrove Av,5,h,2950000,VB,Jellis,2016-12-10T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,1/18 Belmore Rd,3,h,905000,S,Kay,2016-12-10T00:00:00Z,9.7,3103,3,1,2,281,1995,Boroondara,Southern Metropolitan,5682
Balwyn,316 Belmore Rd,4,h,1750000,PI,Ascend,2016-12-10T00:00:00Z,9.7,3103,4,3,2,453,2016,Boroondara,Southern Metropolitan,5682
Balwyn,11/22 Brenbeal St,2,t,760000,S,Christopher,2016-12-10T00:00:00Z,9.7,3103,2,1,1,121,1960,Boroondara,Southern Metropolitan,5682
Balwyn,7/1 Conway Cr,2,u,550000,SP,Noel,2016-12-10T00:00:00Z,9.7,3103,2,1,1,219,1967,Boroondara,Southern Metropolitan,5682
Balwyn,18 Fitzgerald St,4,h,3180000,S,Kay,2016-12-10T00:00:00Z,9.7,3103,4,3,4,1148,1969,Boroondara,Southern Metropolitan,5682
Balwyn,3/3 Iramoo St,3,t,1367000,S,Jellis,2016-12-10T00:00:00Z,9.7,3103,3,2,2,219,2003,Boroondara,Southern Metropolitan,5682
Balwyn,9/7 Kireep Rd,3,t,788000,S,Fletchers,2016-12-10T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,18 Metung St,5,h,3600000,SP,Marshall,2016-12-10T00:00:00Z,9.7,3103,5,3,2,678,1990,Boroondara,Southern Metropolitan,5682
Balwyn,25 Percy St,5,h,2550000,S,Marshall,2016-12-10T00:00:00Z,9.7,3103,5,3,2,642,1930,Boroondara,Southern Metropolitan,5682
Balwyn,2/111 Strabane Av,3,h,1050000,SP,Marshall,2016-12-10T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,11 Monash Av,5,h,3350000,PI,hockingstuart,2017-03-11T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,2/8 Evelina St,4,t,1400000,PI,Noel,2016-11-12T00:00:00Z,9.7,3103,4,3,2,241,2009,Boroondara,Southern Metropolitan,5682
Balwyn,23 Hertford Cr,5,h,2946481,SP,Jellis,2016-11-12T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,7/7 Kireep Rd,3,u,662500,S,Jellis,2016-11-12T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,5 Millah Rd,4,h,3270000,S,Fletchers,2016-11-12T00:00:00Z,9.7,3103,4,2,4,935,1927,Boroondara,Southern Metropolitan,5682
Balwyn,53 Monash Av,5,h,2946481,SP,RW,2016-11-12T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,3/4 Pretoria St,3,u,1280000,S,Noel,2016-11-12T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,6/10 Brenbeal St,2,u,625000,PI,Jellis,2016-08-13T00:00:00Z,9.7,3103,2,1,1,115,1960,Boroondara,Southern Metropolitan,5682
Balwyn,4/4 Raynes St,2,t,700000,VB,Noel,2016-08-13T00:00:00Z,9.7,3103,2,1,1,104,1967,Boroondara,Southern Metropolitan,5682
Balwyn,31 Yongala St,4,h,2249415,PI,Noel,2016-08-13T00:00:00Z,9.7,3103,4,2,2,746,1990,Boroondara,Southern Metropolitan,5682
Balwyn,3/5 Dunure Ct,4,t,1920000,PI,Ray,2016-05-14T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,18 Kaleno Vw,4,h,2249415,SP,hockingstuart,2016-05-14T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,3 Reid St,3,h,1578289,SP,Jellis,2016-05-14T00:00:00Z,9.7,3103,3,2,2,649,1988,Boroondara,Southern Metropolitan,5682
Balwyn,1b Threadneedle St,2,h,859351,PN,Fletchers,2016-05-14T00:00:00Z,9.7,3103,2,3,2,344,1967,Boroondara,Southern Metropolitan,5682
Balwyn,1 Weston St,3,h,1860000,S,Marshall,2016-05-14T00:00:00Z,9.7,3103,3,1,4,671,1969,Boroondara,Southern Metropolitan,5682
Balwyn,38 Frederick St,4,h,2730000,S,RT,2016-10-15T00:00:00Z,9.7,3103,4,3,2,674,1997,Boroondara,Southern Metropolitan,5682
Balwyn,18 Linckens Cr,4,h,2410000,S,Jellis,2016-10-15T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,7 May St,4,h,2530000,S,Marshall,2016-10-15T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,8/483 Whitehorse Rd,2,u,859351,PI,Jellis,2016-10-15T00:00:00Z,9.7,3103,2,1,0,0,1960,Boroondara,Southern Metropolitan,5682
Balwyn,49 Yongala St,3,h,1578289,SP,RW,2016-10-15T00:00:00Z,9.7,3103,3,1,0,777,1950,Boroondara,Southern Metropolitan,5682
Balwyn,7 Power St,5,h,2020000,S,Marshall,2016-04-16T00:00:00Z,9.7,3103,5,2,2,611,1990,Boroondara,Southern Metropolitan,5682
Balwyn,6/29 Weir St,2,u,460000,VB,Jellis,2016-04-16T00:00:00Z,9.7,3103,2,1,1,0,1950,Boroondara,Southern Metropolitan,5682
Balwyn,150 Balwyn Rd,4,h,2250000,SA,Jellis,2016-07-16T00:00:00Z,9.7,3103,3,1,2,832,1938,Boroondara,Southern Metropolitan,5682
Balwyn,3/94 Balwyn Rd,2,u,1053000,S,Fletchers,2016-07-16T00:00:00Z,9.7,3103,2,1,2,231,1985,Boroondara,Southern Metropolitan,5682
Balwyn,1/7 Boston Rd,3,h,1800000,VB,Marshall,2016-07-16T00:00:00Z,9.7,3103,3,2,2,380,1980,Boroondara,Southern Metropolitan,5682
Balwyn,19 Norbert St,4,h,2249415,S,Jellis,2016-07-16T00:00:00Z,9.7,3103,3,2,1,797,1938,Boroondara,Southern Metropolitan,5682
Balwyn,1/32 Yerrin St,3,t,1472000,S,Noel,2016-07-16T00:00:00Z,9.7,3103,3,2,2,306,1995,Boroondara,Southern Metropolitan,5682
Balwyn,53 Metung St,3,h,2120000,S,Jellis,2016-09-17T00:00:00Z,9.7,3103,3,1,2,651,1969,Boroondara,Southern Metropolitan,5682
Balwyn,28 Salisbury St,3,h,1578289,S,Jellis,2016-09-17T00:00:00Z,9.7,3103,3,2,2,610,1960,Boroondara,Southern Metropolitan,5682
Balwyn,35a Stroud St,4,h,1800000,VB,Fletchers,2016-09-17T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,87 Yerrin St,3,h,1910000,S,Jellis,2016-09-17T00:00:00Z,9.7,3103,3,1,2,697,1969,Boroondara,Southern Metropolitan,5682
Balwyn,5/95 Balwyn Rd,2,u,754000,PI,Marshall,2017-03-18T00:00:00Z,9.7,3103,2,1,1,87,1990,Boroondara,Southern Metropolitan,5682
Balwyn,16 Grey St,4,h,2249415,SP,Jellis,2017-03-18T00:00:00Z,9.7,3103,4,2,2,743,1969,Boroondara,Southern Metropolitan,5682
Balwyn,20 Henley St,3,h,1605000,SP,Marshall,2017-03-18T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,33 Kireep Rd,3,h,1578289,SN,Kay,2017-03-18T00:00:00Z,9.7,3103,3,1,2,1315,1928,Boroondara,Southern Metropolitan,5682
Balwyn,35 Kireep Rd,5,h,2946481,SN,Marshall,2017-03-18T00:00:00Z,9.7,3103,5,2,3,674,1950,Boroondara,Southern Metropolitan,5682
Balwyn,2 Birtles Ct,5,h,3000000,VB,Jellis,2016-06-18T00:00:00Z,9.7,3103,5,5,2,671,1990,Boroondara,Southern Metropolitan,5682
Balwyn,20 Elliott Av,5,h,2946481,SP,Jellis,2016-06-18T00:00:00Z,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682
Balwyn,49 Metung St,5,h,3400000,VB,Jellis,2016-06-18T00:00:00Z,9.7,3103,5,6,4,739,1990,Boroondara,Southern Metropolitan,5682
Balwyn,2a Monash Av,3,h,1578289,S,Jellis,2016-06-18T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,8 Nungerner St,5,h,2946481,SN,Noel,2016-06-18T00:00:00Z,9.7,3103,5,2,3,683,1940,Boroondara,Southern Metropolitan,5682
Balwyn,8 Pryton Ct,4,h,2249415,S,Fletchers,2016-06-18T00:00:00Z,9.7,3103,4,1,3,675,1969,Boroondara,Southern Metropolitan,5682
Balwyn,110 Strabane Av,3,h,1490000,S,Fletchers,2016-06-18T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,1/48 Talbot Av,3,u,905000,S,Jellis,2016-06-18T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn,156 Whitehorse Rd,4,h,2249415,S,Jellis,2016-06-18T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,29 Bevan St,4,h,2188000,S,Marshall,2016-11-19T00:00:00Z,9.7,3103,4,2,2,752,1981,Boroondara,Southern Metropolitan,5682
Balwyn,2/30 Kalimna St,2,u,755000,PI,Noel,2016-11-19T00:00:00Z,9.7,3103,2,1,1,213,1980,Boroondara,Southern Metropolitan,5682
Balwyn,10/36 Jurang St,2,u,859351,SN,Ray,2016-05-22T00:00:00Z,9.7,3103,2,1,1,0,1967,Boroondara,Southern Metropolitan,5682
Balwyn,1 Knutsford St,4,h,2900000,VB,Marshall,2016-05-22T00:00:00Z,9.7,3103,4,3,2,596,1969,Boroondara,Southern Metropolitan,5682
Balwyn,34 Monash Av,4,h,1947000,SP,Morrison,2016-05-22T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,70 Monash Av,4,h,2249415,S,Jellis,2016-05-22T00:00:00Z,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn,19 Reid St,4,h,2249415,S,hockingstuart,2016-05-22T00:00:00Z,9.7,3103,3,2,2,929,1938,Boroondara,Southern Metropolitan,5682
Balwyn,262 Union Rd,4,h,3290000,S,Jellis,2016-05-22T00:00:00Z,9.7,3103,4,3,2,1007,1910,Boroondara,Southern Metropolitan,5682
Balwyn,25 Kalimna St,5,h,2665000,S,Jellis,2016-08-22T00:00:00Z,9.7,3103,4,3,2,674,1973,Boroondara,Southern Metropolitan,5682
Balwyn,4/12 Kireep Rd,2,u,859351,S,Barry,2016-08-22T00:00:00Z,9.7,3103,2,1,1,0,1968,Boroondara,Southern Metropolitan,5682
Balwyn,7 Naroo St,4,h,1801000,S,Noel,2016-08-22T00:00:00Z,9.7,3103,4,2,2,583,1969,Boroondara,Southern Metropolitan,5682
Balwyn,6/11 Yarrbat Av,3,t,1100000,VB,Jellis,2016-08-22T00:00:00Z,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
